"ubicacion","cole_bilingue","cole_calendario","cole_caracter","cole_depto_ubicacion","cole_genero","cole_jornada","cole_naturaleza","fami_educacionmadre","fami_educacionpadre","estu_genero","fami_estratovivienda","fami_personashogar","fami_cuartoshogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","punt_ingles","punt_matematicas","punt_sociales_ciudadanas","punt_c_naturales","punt_lectura_critica","punt_global"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","NO OFICIAL","No sabe","No sabe","M","Estrato 2","Cinco","Cuatro","No","Si","Si","49.0","68.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 2","3 a 4","Tres","No","Si","Si","57.0","51.0","51","44","55","254"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 3","Cinco","Cuatro","Si","Si","Si","66.0","64.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","MAGDALENA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cuatro","Uno","No","Si","No","46.0","38.0",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cuatro","Tres","Si","Si","Si","78.0","74.0","67","72","66","351"
"RURAL","N","A","TÉCNICO","CALDAS","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","Cuatro","Tres","No","Si","Si","42.0","47.0",,,,
"URBANO","N","A","TÉCNICO","SUCRE","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 1","5 a 6","Tres","Si","Si","No","52.0","58.0","55","46","58","270"
"URBANO","N","A","TÉCNICO","SUCRE","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 1","5 a 6","Tres","Si","Si","No","52.0","58.0","55","46","58","270"
"URBANO","N","A","TÉCNICO","ATLANTICO","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Educación profesional incompleta","F","Estrato 3","Cuatro","Tres","No","Si","No","43.0","45.0",,,,
"URBANO","N","A","ACADÉMICO","ATLANTICO","MIXTO","TARDE","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 1","Cinco","Dos","No","Si","Si","39.0","32.0","39","39","47","196"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","SABATINA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","Cuatro","Dos","No","No","No","33.0","37.0","34","41","48","197"
"URBANO","N","A","TÉCNICO/ACADÉMICO","SUCRE","MIXTO","TARDE","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Seis","Dos","No","No","No","46.0","28.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","ATLANTICO","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","F","Estrato 1","Seis","Tres","No","Si","Si","42.0","40.0",,,,
"URBANO","","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","NO OFICIAL","Educación profesional completa","Secundaria (Bachillerato) completa","F","Estrato 3","Siete","Cuatro","Si","Si","No","44.0","44.0","40","48","48","225"
"URBANO","N","A","TÉCNICO","VALLE","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Ocho","Tres","No","No","No","57.0","46.0","56","52","56","264"
"URBANO","N","A","TÉCNICO/ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 1","Dos","Dos","No","No","No","45.0","42.0","54","49","60","254"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","SABATINA","OFICIAL","Primaria incompleta","Primaria completa","F","Estrato 2","5 a 6","Tres","No","No","No","46.0","52.0","54","57","66","282"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","SABATINA","OFICIAL","Primaria incompleta","Primaria completa","F","Estrato 2","5 a 6","Tres","No","No","No","46.0","52.0","54","57","66","282"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","Educación profesional incompleta","Postgrado","F","Estrato 4","Cuatro","Tres","Si","Si","Si","63.4","45.38",,,,
"RURAL","","A","TÉCNICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cuatro","Dos","No","No","No","45.0","46.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","","","F","Estrato 2","","","","","","54.45","39.25",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cuatro","Tres","No","Si","Si","65.0","73.0",,,,
"RURAL","N","A","ACADÉMICO","HUILA","MIXTO","COMPLETA","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Tres","Tres","No","No","No","45.0","49.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","M","Estrato 2","Cuatro","Dos","No","No","No","65.0","52.0","65","46","58","280"
"RURAL","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Cinco","Tres","No","Si","No","54.0","50.0","43","54","47","245"
"URBANO","N","A","ACADÉMICO","BOGOTA","MASCULINO","NOCHE","OFICIAL","Primaria incompleta","No sabe","F","Estrato 2","Cuatro","Tres","No","Si","Si","40.0","55.0",,,,
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","Postgrado","Secundaria (Bachillerato) completa","M","Estrato 2","Dos","Tres","No","Si","Si","54.0","53.0","59","43","60","269"
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","COMPLETA","OFICIAL","","","M","Estrato 2","Seis","Tres","No","","No","38.0","46.0",,,,
"RURAL","","A","ACADÉMICO","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 1","Cinco","Dos","No","No","No","40.14","35.39",,,,
"RURAL","N","A","TÉCNICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 1","Cuatro","Tres","No","Si","Si","52.0","52.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Educación profesional completa","M","Estrato 3","3 a 4","Dos","Si","Si","Si","69.0","53.0","60","57","57","288"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 5","Tres","Tres","Si","Si","Si","74.0","49.0","57","53","47","266"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CALDAS","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 2","Cinco","Tres","No","No","No","42.0","35.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Ninguno","Primaria incompleta","F","Estrato 2","Cinco","Uno","No","No","No","47.0","53.0","58","56","57","276"
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 3","Tres","Dos","Si","Si","Si","70.0","59.0","74","81","64","348"
"URBANO","","A","ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","F","Estrato 2","Cinco","Tres","Si","Si","No","53.73","45.38",,,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cinco","Tres","No","Si","Si","44.51","53.16",,,,
"RURAL","N","A","ACADÉMICO","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Cinco","Tres","No","No","No","43.0","31.0",,,,
"URBANO","N","A","ACADÉMICO","ATLANTICO","FEMENINO","UNICA","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 2","3 a 4","Dos","No","Si","Si","41.0","36.0","44","38","55","215"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) completa","F","Estrato 1","Cuatro","Tres","No","Si","Si","52.0","58.0","53","64","54","284"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","M","Estrato 3","Tres","Tres","Si","Si","Si","68.0","64.0","47","60","55","288"
"URBANO","N","A","ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 1","Cuatro","Tres","Si","Si","Si","40.0","30.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","M","Estrato 3","3 a 4","Tres","No","Si","Si","52.0","53.0","50","57","55","268"
"URBANO","N","A","ACADÉMICO","CALDAS","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 4","Tres","Dos","No","Si","Si","51.0","55.0",,,,
"URBANO","N","A","ACADÉMICO","SUCRE","MIXTO","SABATINA","NO OFICIAL","Educación profesional completa","Técnica o tecnológica completa","M","Estrato 2","Cuatro","Tres","Si","Si","Si","47.0","37.0","35","42","48","205"
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cuatro","Tres","No","Si","No","61.66","71.35",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Técnica o tecnológica completa","F","Estrato 3","Cinco","Tres","No","Si","Si","67.0","61.0","65","62","63","316"
"URBANO","","A","ACADÉMICO","BOLIVAR","MIXTO","TARDE","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 2","3 a 4","Dos","No","No","No","67.0","60.0","53","58","53","284"
"URBANO","","A","ACADÉMICO","BOLIVAR","MIXTO","TARDE","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 2","3 a 4","Dos","No","No","No","67.0","60.0","53","58","53","284"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","F","Estrato 1","Cinco","Tres","Si","Si","No","44.0","48.0","42","43","54","233"
"URBANO","N","A","TÉCNICO","CAQUETA","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","Cinco","Tres","No","Si","No","38.0","36.0","39","42","35","190"
"URBANO","","A","ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","M","Estrato 2","Tres","Dos","No","No","No","42.0","29.0","39","33","31","168"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","F","Estrato 2","Seis","Uno","No","No","No","36.0","42.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","NOCHE","OFICIAL","No sabe","No sabe","M","Estrato 1","1 a 2","Uno","Si","No","No","36.0","29.0","42","40","41","189"
"URBANO","","A","ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","Once","Tres","No","Si","No","52.0","40.0","54","42","43","227"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","TARDE","OFICIAL","Educación profesional incompleta","Educación profesional incompleta","F","Estrato 3","Seis","Tres","Si","Si","Si","34.0","55.0",,,,
"URBANO","N","A","ACADÉMICO","BOYACA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Educación profesional completa","F","Estrato 2","5 a 6","Tres","No","Si","No","59.0","66.0","57","65","64","313"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","NOCHE","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Tres","Cuatro","No","Si","Si","44.0","46.0","43","50","56","242"
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","Técnica o tecnológica incompleta","Secundaria (Bachillerato) completa","F","Estrato 3","Seis","Tres","Si","Si","Si","63.0","52.0","65","65","51","293"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","F","Estrato 1","Cuatro","Tres","No","No","No","37.0","37.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 2","Seis","Tres","No","No","No","54.0","44.0","49","56","57","258"
"RURAL","N","A","TÉCNICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Primaria completa","Ninguno","M","Estrato 1","Cinco","Tres","No","No","No","44.0","35.0","46","44","41","208"
"URBANO","N","A","TÉCNICO/ACADÉMICO","RISARALDA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 4","Cuatro","Tres","Si","Si","Si","68.0","59.0","50","60","52","281"
"URBANO","N","A","ACADÉMICO","ATLANTICO","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 1","Cuatro","Tres","No","No","No","44.0","30.0","38","38","43","189"
"URBANO","N","A","ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 3","5 a 6","Tres","No","No","Si","44.0","50.0","49","46","51","243"
"URBANO","N","A","TÉCNICO","VALLE","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Cinco","Dos","No","No","No","31.0","25.0",,,,
"URBANO","","A","","ANTIOQUIA","MIXTO","MAÑANA","NO OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","M","Estrato 3","3 a 4","Tres","Si","Si","Si","58.0","48.0","49","53","54","258"
"RURAL","N","A","ACADÉMICO","SANTANDER","MIXTO","NOCHE","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Una","Uno","No","No","No","36.0","39.0","33","37","35","181"
"URBANO","N","A","TÉCNICO/ACADÉMICO","NORTE SANTANDER","MIXTO","TARDE","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 2","Diez","Siete","Si","Si","No","43.11","45.38",,,,
"RURAL","N","A","ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 1","Tres","Tres","No","No","No","43.0","55.0","53","51","55","263"
"URBANO","N","A","ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","F","Estrato 2","Tres","Dos","No","No","Si","50.0","51.0","54","51","50","257"
"URBANO","","A","ACADÉMICO","BOYACA","MIXTO","MAÑANA","NO OFICIAL","Técnica o tecnológica completa","Técnica o tecnológica completa","F","Estrato 3","Cuatro","Cuatro","No","Si","Si","61.0","52.0","48","51","55","262"
"URBANO","N","A","TÉCNICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","Cuatro","Dos","Si","Si","Si","43.0","49.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cinco","Tres","Si","Si","Si","58.0","38.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","TOLIMA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 1","Tres","Dos","No","No","No","52.0","45.0","47","53","51","246"
"RURAL","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","COMPLETA","OFICIAL","Primaria completa","Secundaria (Bachillerato) incompleta","M","Estrato 3","Cuatro","Dos","No","Si","Si","41.0","39.0",,,,
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","NO OFICIAL","Educación profesional completa","Técnica o tecnológica completa","F","Estrato 1","5 a 6","Dos","No","Si","Si","65.0","39.0","62","47","62","267"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","F","Estrato 2","Cinco","Cuatro","No","Si","Si","46.0","40.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","OFICIAL","Primaria completa","Ninguno","F","Estrato 1","Seis","Dos","No","No","No","39.0","39.0",,,,
"URBANO","N","A","TÉCNICO","LA GUAJIRA","FEMENINO","COMPLETA","OFICIAL","Ninguno","Ninguno","F","Estrato 1","Cinco","Uno","No","No","No","29.0","44.0",,,,
"URBANO","","A","TÉCNICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Seis","Tres","No","No","No","41.0","33.0","41","38","47","199"
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) incompleta","F","Estrato 1","5 a 6","Tres","No","No","No","46.0","50.0","34","46","42","216"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","M","","Seis","Cuatro","No","Si","No","40.14","50.67",,,,
"URBANO","N","A","TÉCNICO","MAGDALENA","MIXTO","COMPLETA","OFICIAL","Técnica o tecnológica completa","Técnica o tecnológica completa","F","Estrato 1","Cuatro","Tres","Si","No","No","45.0","56.0","55","56","49","267"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 3","Tres","Dos","Si","Si","Si","56.0","52.0",,,,
"URBANO","N","OTRO","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 1","3 a 4","Tres","No","Si","Si","33.0","30.0","29","28","37","156"
"URBANO","N","A","TÉCNICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","F","Estrato 2","Cuatro","Dos","No","No","No","46.0","48.0","35","53","46","227"
"URBANO","","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Técnica o tecnológica completa","F","Estrato 2","Tres","Tres","No","Si","Si","47.0","55.0",,,,
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","SABATINA","OFICIAL","","","F","","5 a 6","Cuatro","No","Si","","28.0","26.0","43","38","52","194"
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","SABATINA","OFICIAL","","","F","","5 a 6","Cuatro","No","Si","","28.0","26.0","43","38","52","194"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","F","Estrato 1","9 o más","Cinco","No","No","No","41.0","58.0","58","54","55","275"
"RURAL","N","A","ACADÉMICO","HUILA","MIXTO","COMPLETA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 1","Cuatro","Dos","No","No","No","49.0","61.0","59","41","57","270"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 3","Cinco","Cuatro","Si","Si","Si","48.0","48.0","46","56","55","255"
"URBANO","","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Tres","Dos","No","Si","Si","58.0","47.0","59","42","63","266"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ARAUCA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cinco","Tres","No","No","No","42.0","46.0",,,,
"RURAL","N","A","TÉCNICO","SUCRE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","M","Estrato 1","Tres","Dos","No","No","No","50.0","38.0",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","F","Estrato 2","3 a 4","Dos","No","Si","Si","41.0","53.0","46","51","55","252"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","F","Estrato 2","3 a 4","Dos","No","Si","Si","41.0","53.0","46","51","55","252"
"URBANO","N","OTRO","ACADÉMICO","ANTIOQUIA","MIXTO","NOCHE","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Cuatro","Dos","No","Si","Si","42.0","61.0","52","57","58","279"
"RURAL","N","A","TÉCNICO/ACADÉMICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) incompleta","F","Estrato 2","Cuatro","Dos","No","Si","Si","45.0","47.0",,,,
"URBANO","","A","ACADÉMICO","BOGOTA","MIXTO","NOCHE","NO OFICIAL","Secundaria (Bachillerato) incompleta","Ninguno","F","Estrato 1","Seis","Dos","No","No","No","45.0","35.0","31","36","23","162"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cinco","Cuatro","No","Si","No","47.0","58.0","55","41","51","255"
"URBANO","","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","","","F","","3 a 4","Dos","Si","Si","","45.0","55.0","46","53","57","261"
"URBANO","N","A","ACADÉMICO","META","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 3","Tres","Dos","Si","Si","Si","45.0","56.0","67","56","52","284"
